,Unnamed: 0,PMID/PMCID,Publisher,Journal title,Article title,Cost,Cleaned,NewTitle
641,641,PMCID:PMC3728563,Elsevier,Journal of the American Academy of Child and Adolescent Psychiatry ,"Irritable Mood as a Symptom of Depression in Youth: Prevalence, Developmental, and Clinical Correlates in the Great Smoky Mountains Study",2409.8,99,Journal of the American Academy of Child and Adolescent Psychiatry
642,642,"PMCID:
    PMC3677086
",Elsevier,Journal of the American College of Cardiology,"The Relationship Between Metabolic Risk Factors and Incident Cardiovascular Disease in Europeans, South Asians, and African Caribbeans",1528.17,100,Journal of the American College of Cardiology
643,643,PMC3560033,Elsevier,Journal of the Neurological Sciences,The m.3291T>C mt-tRNA mutation is definitely pathogenic and causes multisystem mitochondrial disease,2404.27,100,Journal of the neurological sciences
644,644,Not yet available,Elsevier,Journal of Transport Geography,The factors influencing car use in a cycle-friendly city: the case of Cambridge,1188.83,100,Journal of transport geography
645,645,PMC3470038,Elsevier,Journal of Virological Methods,A plate-based high-throughput assay for virus stability and vaccine formulation.,2165.92,100,Journal of virological methods
646,646,PMID: 23903843 PMC3807398 ,Elsevier,Journal of Virology,Herpes simplex virus 1 targets the murine olfactory neuroepithelium for host entry,1577.9,100,Journal of virology
647,647,PMID: 23903840 PMC3807390 ,Elsevier,Journal of Virology,Glycoprotein B cleavage is important for murid herpesvirus 4 to infect myeloid cells,1577.91,100,Journal of virology
648,648,,Elsevier,"Lancet (London, England)",Global trends in antiretroviral resistance in treatment-naive individuals with HIV after rollout of antiretroviral treatment in resource-limited settings: a global collaborative study and meta-regression analysis,4800.0,100,
649,649,PMID:23545320,Elsevier,The Lancet. Global health,"Stroke risk factors within an incident population in urban and rural Tanzania: A prospective, community based case control study",3678.78,100,The Lancet. Global health
650,650,PMC3617601,Elsevier,Learning and Individual Differences,Understanding the science-learning environment:  a genetically sensitive approach,2302.93,100,Learning and individual differences
651,651,PMC3611595 ,Elsevier,Matrix Biology,Synthesis of embryonic tendon-like tissue by human marrow stromal/mesenchymal stem cells requires a three-dimensional environment and transforming growth factor b3,2272.01,86,Marine biology
652,652,PMC3611596 ,Elsevier,Matrix Biology,An experimental model for studying the biomechanics of embryonic tendon: Evidence that the development of mechanical properties depends on the actinomyosin machinery,2272.01,86,Marine biology
653,653,,Elsevier,Matrix Biology,The cell biology of suturing tendons,2272.01,86,Marine biology
654,654,,Elsevier,Maturitas,Age at natural menopause in three Central and Eastern European urban populations: the HAPIEE study,2320.35,100,
655,655,PMC3710972,Elsevier,Mechanisms of Ageing and Development ,Assessment of candidate ocular biomarkers of ageing in a South African adult population: relationship with chronological age and systemic biomarkers.,1758.59,98,Mechanisms of ageing and development
656,656,PMC3818088,Elsevier,Mechanisms of Ageing and Development ,Ocular parameters of biological ageing in HIV infected individual.,1769.78,98,Mechanisms of ageing and development
657,657,PMID:23518266 -PMC3839404,Elsevier,Microbes and Infection,Dectin-1 plays a redundant role in the immunomodulatory activities of  glucanrrich ligands in vivo,2863.73,100,Microbes and infection
658,658,PMC3484397,Elsevier,Microbes and infection,The role of cGMP signalling in regulating life cycle progression of plasmodium,2283.0,100,
659,659,22906508,Elsevier,Molecular biology,Sirtuins of parasitic protozoa: in search of function(s),2215.0,100,Molecular biology
661,661,PMC3694310,Elsevier,Molecular & Biochemical Parasitology,Translational repression controls temporal expression of the Plasmodium berghei LCCL protein complex.,1737.96,95,Molecular and biochemical parasitology
662,662,PMC3473356,Elsevier,Molecular & Biochemical Parasitology,Conformational co-dependence between plasmodium berghai LCCL proteins promotes complex  formation and stability,2233.26,95,Molecular and biochemical parasitology
663,663,PMID:23769710  PMCID: PMC3820028 ,Elsevier,Molecular and Cellular Endocrinology,Endocrine disorders in mitochondrial disease,1750.81,100,Molecular and cellular endocrinology
664,664,PMC3566541,Elsevier,Molecular and Cellular Endocrinology,Ghrelin and cannabinoids require the Ghrelin receptor to affect cellular energy metabolism,2253.66,100,Molecular and cellular endocrinology
665,665,PMC3650577,Elsevier,Molecular and Cellular Endocrinology,FGF signalling through Fgfr2 isoform IIIb regulates adrenal cortex development ,2433.48,100,Molecular and cellular endocrinology
666,666,PMCID: 3715698,ELSEVIER,MOLECULAR BIOLOGY,FULL-LENGTH RECMBINANT PLASMODIUM  VAR2CSA BINDS SPECIFICALLY TO CSPG AND INDUSES POTENT PARASITE ADHESION-BLOCKING ANTIBODIES,2331.54,100,Molecular biology
667,667,PMCID: PMC3473360,Elsevier,Molecular Cell,Endoplasmic reticulum thiol oxidase deficiency leads to ascorbic acid depletion and non-canonical scurvy in mice,3722.39,100,Molecular cell
668,668,PMCID: PMC3594747,Elsevier,Molecular Cell,"Identification and Functional Characterization of FMN2, a Regulator of the Cyclin-Dependent Kinase Inhibitor p21",4148.39,100,Molecular cell
671,671,PMC3682181 ,Elsevier,Molecular Genetics and Metabolism,Retinal thinning in Gaucher disease patients and carriers: results of a pilot study,1766.37,100,Molecular genetics and metabolism
672,672,PMID:23182425,Elsevier,Molecular Immunology,Antigen processing and presentation: evolution from a bird's eye view,2282.76,100,Molecular immunology
673,673,PMID:23200636,Elsevier,Molecular Immunology,A tale of two tumours: comparison of the immune escape strategies of contagious cancers,2302.13,100,Molecular immunology
674,674,PMID: 23140835 PMC3625108 ,Elsevier,Molecular Immunology,A novel post-transcriptional role for ubiquitin in the differential regulation of MHC class I allotypes,2307.23,100,Molecular immunology
675,675,PMCID: PMC3650584,Elsevier,Molecular Phylogenetics and Evolution,Adaptin evolution in kinetoplastids and emergence of the variant surface glycoprotein coat in African trypanosomatids,2424.03,100,Molecular phylogenetics and evolution
676,676,PMC3383991,Elsevier,New biotechnology,"Expressing the human proteome for affinity proteomics: optimising expression of soluble protein domains and in vivo biotinylation. 
",2030.16,96,
677,677,PMID: 22959727  PMC3532594 ,Elsevier,Neurobiology of Aging,"A touch screen-automated cognitive test battery reveals impaired attention, memory abnormalities, and increased response inhibition in the TgCRND8 mouse model of Alzheimer's disease",2292.64,100,Neurobiology of aging
678,678,PMID:23639206,Elsevier,Neurobiology of Aging,Frailty and mortality are not influenced by mitochondrial DNA haplotypes in the very old,2387.49,100,Neurobiology of aging
679,679,"PMC3601331


",Elsevier,Neurobiology of Aging,White matter tract signatures of the progressive aphasias,2396.57,100,Neurobiology of aging
680,680,PMC3713434 ,Elsevier,Neurobiology of Aging,Structural integrity of the substantia nigra and subthalamic nucleus predicts the flexibility of instrumental learning in older age,2408.68,100,Neurobiology of aging
681,681,"PMC3629567

",Elsevier,Neurobiology of Aging,Screening for VPS35 mutations in Parkinson's disease,2415.37,100,Neurobiology of aging
682,682,"PMC3629571


",Elsevier,Neurobiology of Aging,Tau acts as an independent genetic risk factor in pathologically proven PD,2415.37,100,Neurobiology of aging
683,683,"PMC3657696


",Elsevier,Neurobiology of Aging,Widespread Lewy body and tau accumulation in childhood and adult onset dystonia-parkinsonism cases with PLA2G6 mutations,2415.37,100,Neurobiology of aging
684,684,PMC3684773,Elsevier,Neurobiology of Aging,Tau phosphorylation impacts on its axonal transport and degradation,2420.16,100,Neurobiology of aging
685,685,PMID: 18755526,Elsevier,Neurobiology of Disease,The val158met COMT polymorphism's effect on atrophy in healthy aging and Parkinson's disease,2218.55,100,Neurobiology of disease
686,686,PMID: 23396186 PMC3757163 ,Elsevier,Neurobiology of Learning and Memory,Dissociation between memory retention across a delay and pattern separation following medial prefrontal cortex lesions in the touchscreen TUNL task,2397.64,100,Neurobiology of learning and memory
687,687,PMC3550523,Elsevier,Neurochemistry International,Glucocerebrosidase inhibition causes mitochondrial dysfunction and free radical damage,2281.08,100,Neurochemistry international
688,688,,Elsevier,Neurochemistry International,Rasagiline protects against alpha-synuclein induced sensitivity to oxidative stress in dopaminergic cells,2415.37,100,Neurochemistry international
689,689,"PMC3734349
",Elsevier,NeuroImage,Connectivity-based neurofeedback: dynamic causal modeling for real-time fMRI,1747.16,100,
690,690,"PMC3734350
",Elsevier,NeuroImage,The impact of distractor congruency on stimulus processing in retinotopic visual cortex,1760.94,100,
691,691,"PMC3734351
",Elsevier,NeuroImage,Distinct encoding of risk and value in economic choice between multiple risky options,1762.69,100,
692,692,"PMC3734352
",Elsevier,NeuroImage,Parcellation of the human substantia nigra based on anatomical connectivity to the striatum,1762.69,100,
693,693,,Elsevier,NeuroImage,Characterising reward outcome signals in sensory cortex,1779.76,100,
694,694,PMC3677092 ,Elsevier,NeuroImage,Neural correlates of working memory in Temporal Lobe Epilepsy - An fMRI study,1961.25,100,
695,695,PMCID: PMC3021391,Elsevier,NeuroImage,Dynamic causal modelling of effective connectivity from fMRI: are results reproducible and sensitive to Parkinson's disease and its treatment?,2100.54,100,
696,696,PMCID: PMC2877799,Elsevier,NeuroImage,Action selection: a race model for selected and non-selected actions distinguishes the contribution of premotor and prefrontal areas,2118.57,100,
697,697,PMCID: PMC3459091,Elsevier,NeuroImage,Consistency and interpretation of changes in millimeter-scale cortical intrinsic curvature across three independent datasets in schizophrenia,2142.8,100,
698,698,"PMCID: PMC3549495
",Elsevier,NeuroImage,Identification of gene pathways implicated in Alzheimer's disease using longitudinal imaging phenotypes with sparse regression,2224.47,100,
699,699,PMID: 23034517  PMC3480648 ,Elsevier,NeuroImage,5-HTTLPR Â environment interplay and its effects on neural reactivity in adolescents,2280.14,100,
700,700,"PMC3590453

",Elsevier,NeuroImage,Structural correlates of active-staining following magnetic resonance microscopy in the mouse brain,2298.35,100,
701,701,PMC3520011,Elsevier,NeuroImage,Anatomical connectivity and the resting state activity of large cortical networks,2314.32,100,
702,702,PMC3547173,Elsevier,NeuroImage,Dynamic Causal Modelling of lateral interactions in the visual cortex,2326.43,100,
703,703,PMCID:,Elsevier,NeuroImage,Complex spatiotemporal haemodynamic response following sensory stimulation in the awake rat,2343.65,100,
704,704,"PMC3708127

",Elsevier,NeuroImage,Articulatory movements modulate auditory responses to speech,2382.88,100,
705,705,23194819  PMC3555187 ,Elsevier,NeuroImage,A quantitative meta-analysis and review of motor learning in the human brain,2385.25,100,
706,706,PMC3566585,Elsevier,NeuroImage,Network discovery with large DCMs,2395.43,100,
707,707,"PMC3610031

",Elsevier,NeuroImage,Network reconfiguration and working memory impairment in mesial temporal lobe epilepsy,2395.87,100,
708,708,"PMC3566546

",Elsevier,NeuroImage,Investigating the need of triggering the acquisition for infant diffusion MRI: A quantitative study including bootstrap statistics,2396.57,100,
709,709,"PMC3682182

",Elsevier,NeuroImage,Early visual learning induces long-lasting connectivity changes during rest in the human brain,2420.79,100,
710,710,"PMC3591253

",Elsevier,NeuroImage,Movement related dynamics of subthalmo-cortical alpha connectivity in Parkinson's Disease,2432.33,100,
711,711,PMC3682191,Elsevier,NeuroImage,A multivariate method to determine the dimensionality of neural representation from population activity,2445.75,100,
712,712,"PMC3605597


",Elsevier,NeuroImage,The impact of post-processing on spinal cord diffusion tensor imaging,2466.45,100,
713,713,"PMC3613798

",Elsevier,NeuroImage,Functional Specialization and Generalization for Grouping of Stimuli Based on Colour and Motion,2484.23,100,
714,714,"PMC3625122


",Elsevier,NeuroImage,Auditory Modulation of Visual Stimulus Encoding in Human Retinotopic Cortex,2503.34,100,
715,715,"PMC3625125


",Elsevier,NeuroImage,Set-level threshold-free tests on the intrinsic volumes of SPMs,2503.34,100,
716,716,,Elsevier,Neuroimage: Clinical,Disrupted segregation of working memory networks in temporal lobe epilepsy,1003.57,95,NeuroImage. Clinical
